Bankrupt, OperatingGrossMargin, OperatingProfitRate, Cashflowrate, NetValuePerShare(A), PersistentEPSintheLastFourSeasons, TotalAssetTurnover, WorkingCapitaltoTotalAssets, CurrentLiabilitytoAssets, EquitytoLiability
0,0.595122443,0.998914665,0.461806866,0.172769795,0.20884939,0.091454273,0.790630965,0.065032002,0.044640214
0,0.620396662,0.999079897,0.46920309,0.176225191,0.222558381,0.12143928,0.800599525,0.045633441,0.03318426
0,0.604102106,0.998996935,0.461714602,0.186085711,0.218114777,0.020989505,0.758027888,0.031556182,0.058971162
0,0.61242595,0.99903391,0.467585952,0.186844212,0.220100217,0.145427286,0.803408187,0.057609156,0.026233588
0,0.600635639,0.999038647,0.471675767,0.183515233,0.234943746,0.298350825,0.781432705,0.076695831,0.036870926
0,0.636784906,0.999083826,0.472212576,0.176140913,0.225772903,0.143928036,0.799205296,0.060743851,0.046764118
0,0.623985644,0.999043038,0.485862627,0.187054907,0.219816583,0.046476762,0.775306441,0.015602396,0.038593594
0,0.608865795,0.999072271,0.468478398,0.191268805,0.236078283,0.20089955,0.889190131,0.063456224,0.040479512
0,0.619330057,0.99906557,0.468595825,0.179807003,0.227569254,0.131934033,0.75648257,0.099759021,0.028753559
0,0.607539745,0.999009067,0.460344061,0.188951161,0.218587501,0.082458771,0.776495597,0.111648055,0.01760103
0,0.603900316,0.999034372,0.462301737,0.175677384,0.226907441,0.172413793,0.731955277,0.156505135,0.01932684
0,0.618811168,0.998938237,0.461971264,0.166828199,0.216885695,0.04197901,0.727951678,0.065067198,0.023065359
0,0.625599965,0.999143217,0.469864036,0.186338545,0.232485582,0.112443778,0.767330451,0.080245887,0.042796436
0,0.607164992,0.999074813,0.493434992,0.178247861,0.223598374,0.137931034,0.85496143,0.030035978,0.095087239
0,0.602869744,0.99897163,0.471826745,0.182166786,0.223692919,0.076461769,0.809688727,0.036076505,0.053610323
1,0.604015624,0.998895484,0.454234502,0.158611099,0.198354921,0.196401799,0.765877741,0.171664967,0.018947709
0,0.617867078,0.999021893,0.469852294,0.153385867,0.216507516,0.131934033,0.751703079,0.072884397,0.017323836
0,0.597904265,0.998972901,0.465171989,0.180860478,0.21896568,0.263868066,0.771370284,0.107996408,0.026470938
0,0.605291226,0.998967817,0.4702549,0.181956091,0.215467524,0.142428786,0.836160279,0.041383196,0.078900322
0,0.596261116,0.998955453,0.459959907,0.165859003,0.211118465,0.43928036,0.814059608,0.134181418,0.02481635
0,0.606213696,0.998957302,0.470748094,0.176899414,0.220856576,0.082458771,0.75395297,0.029607174,0.028463617
0,0.619863359,0.999013111,0.46189913,0.167586701,0.215845703,0.082458771,0.724331437,0.113477134,0.022562823
0,0.601550902,0.998944476,0.463492782,0.172601239,0.211402099,0.106446777,0.773373941,0.061472423,0.022328747
0,0.598898802,0.998959844,0.46497404,0.177615777,0.214427531,0.157421289,0.841506676,0.054738923,0.033376274
0,0.592499171,0.998880347,0.461352256,0.16556403,0.209983927,0.133433283,0.792269445,0.086005072,0.041526973
0,0.620454316,0.999115486,0.474951981,0.179048502,0.228892881,0.140929535,0.802903455,0.05306934,0.036346483
0,0.602783263,0.998981567,0.46834084,0.189498968,0.229176515,0.022488756,0.761156601,0.031161069,0.065110879
0,0.609672956,0.999004098,0.471841843,0.18570646,0.218871135,0.145427286,0.799490482,0.064610143,0.029715376
0,0.596780005,0.998991966,0.481529571,0.182335342,0.22709653,0.385307346,0.790800395,0.061969362,0.034046443
0,0.63760648,0.999098501,0.470897394,0.180607644,0.232485582,0.143928036,0.78204296,0.069425255,0.041011104
0,0.620526384,0.99902559,0.485916308,0.193586448,0.2149948,0.046476762,0.773878309,0.012125745,0.080288803
0,0.602848124,0.999004907,0.459290573,0.19021533,0.224165642,0.233883058,0.873377522,0.060808444,0.041761066
0,0.619575088,0.999092145,0.476042374,0.182377481,0.229554694,0.130434783,0.768692026,0.097805879,0.030939423
0,0.605183125,0.998973825,0.462820093,0.193375753,0.223692919,0.089955022,0.783779498,0.09820853,0.01769655
0,0.602682368,0.999017617,0.464199022,0.17706797,0.228609246,0.206896552,0.750246662,0.147372098,0.022350515
0,0.615928451,0.998878499,0.460843965,0.16640681,0.219343859,0.043478261,0.737868245,0.051896277,0.022621556
0,0.622919039,0.99912473,0.474440334,0.184947958,0.231351045,0.128935532,0.780738836,0.059386616,0.054415661
0,0.605752461,0.999042576,0.472068309,0.175677384,0.220100217,0.122938531,0.829889251,0.029666184,0.041442091
0,0.601089667,0.998949907,0.458341092,0.180944756,0.221802023,0.064467766,0.814712471,0.043963122,0.047172597
1,0.604858819,0.999059792,0.463858484,0.184695125,0.22511109,0.140929535,0.749584605,0.137855301,0.018150152
1,0.597652027,0.999009645,0.461558592,0.177110109,0.214616621,0.050974513,0.729383528,0.061768143,0.017633492
0,0.607323542,0.999057135,0.466062756,0.220302558,0.237590999,0.050974513,0.757691301,0.036341504,0.027434088
0,0.606120007,0.999064645,0.469666088,0.226244153,0.252434528,0.073463268,0.760386149,0.053801758,0.028115753
0,0.595771055,0.998894906,0.463549818,0.176941553,0.208093032,0.056971514,0.756169518,0.040727287,0.04070064
0,0.595662953,0.998905999,0.461568657,0.176520163,0.201096719,0.104947526,0.737458293,0.099532629,0.0246243
0,0.603893109,0.999001672,0.463967523,0.179722726,0.220383852,0.134932534,0.802469638,0.080361392,0.032550096
0,0.595064789,0.998916976,0.467817451,0.193544309,0.211496644,0.088455772,0.818660604,0.021157637,0.134800925
0,0.598574497,0.998970128,0.476510405,0.18692849,0.216129337,0.142428786,0.810589624,0.025814575,0.079164708
0,0.604642615,0.999118837,0.474609765,0.182208925,0.230594687,0.155922039,0.782680791,0.055182202,0.060363648
0,0.60146442,0.998978909,0.472335036,0.186085711,0.217074785,0.209895052,0.810045538,0.042873577,0.063048887
0,0.603237291,0.99907932,0.468131149,0.180986895,0.215940248,0.097451274,0.772950692,0.041908898,0.025899989
0,0.600368988,0.998968625,0.462266509,0.179301336,0.216696606,0.035982009,0.780335365,0.042367167,0.034009748
0,0.605406535,0.999007218,0.463145534,0.181239729,0.217831143,0.095952024,0.803355858,0.088798538,0.036275918
0,0.586265296,0.998684264,0.456811186,0.156714846,0.181431408,0.085457271,0.696534784,0.138559251,0.02666192
0,0.606682137,0.998995317,0.466037593,0.172643378,0.208282122,0.095952024,0.744675475,0.091330265,0.023583315
0,0.594639588,0.998905537,0.462633888,0.178753529,0.20487851,0.140929535,0.778115712,0.050257335,0.032463577
0,0.606307384,0.999007449,0.473202318,0.17706797,0.218776591,0.124437781,0.810611279,0.055182407,0.049928016
0,0.604022831,0.998968279,0.476869396,0.19763179,0.221045665,0.130434783,0.865739501,0.096883854,0.041220454
0,0.613312386,0.999125192,0.545963447,0.182630315,0.221802023,0.049475262,0.840712926,0.008558671,0.043138683
0,0.605132677,0.999040265,0.46380648,0.226075597,0.247234566,0.061469265,0.751800419,0.059885181,0.026438018
0,0.602869744,0.998972207,0.458175017,0.197126122,0.241278245,0.058470765,0.73819695,0.094378493,0.029960292
0,0.605356088,0.999071809,0.473829714,0.176435886,0.22908197,0.175412294,0.826787788,0.059655746,0.046160025
0,0.605644359,0.999035758,0.463519623,0.181829674,0.231161955,0.218890555,0.784733359,0.116358789,0.025232932
0,0.611914268,0.999104856,0.465915134,0.192111584,0.226623806,0.095952024,0.855924294,0.056799721,0.044123749
0,0.610422462,0.999072618,0.46405811,0.19143736,0.237780089,0.179910045,0.839296125,0.094030563,0.033815308
0,0.600376195,0.998964466,0.458849383,0.180396949,0.212442091,0.24137931,0.779839062,0.107410662,0.035155797
1,0.597306101,0.998903688,0.462066883,0.162487885,0.207809398,0.095952024,0.737201424,0.096948028,0.022178574
0,0.605802909,0.999085328,0.474077988,0.219923307,0.243830954,0.070464768,0.779392824,0.038302291,0.031111722
0,0.605817322,0.999072965,0.471316776,0.220766087,0.237023731,0.073463268,0.779332161,0.032241354,0.02824509
0,0.601976102,0.99902351,0.462868742,0.177868611,0.217074785,0.061469265,0.800192112,0.030846631,0.043219622
0,0.598495222,0.998963426,0.465093145,0.165774725,0.212063912,0.110944528,0.790510581,0.043803698,0.024036294
0,0.603532769,0.999005485,0.462009847,0.182883149,0.226718351,0.11844078,0.835999006,0.062648915,0.02531018
0,0.601918448,0.999030443,0.467434975,0.194387089,0.221045665,0.092953523,0.809823823,0.05236862,0.061038819
0,0.597716888,0.998956493,0.4615804,0.183178121,0.211307554,0.157421289,0.830177957,0.049254014,0.034416055
0,0.600455469,0.99906245,0.464992493,0.180059837,0.219911128,0.145427286,0.762854559,0.086068734,0.041522366
0,0.604397584,0.999070423,0.470771579,0.195609119,0.241845514,0.259370315,0.859991632,0.055580099,0.056004525
0,0.598704219,0.999013111,0.466453621,0.154144368,0.204783965,0.097451274,0.751484002,0.062578466,0.017057834
0,0.601594142,0.999012649,0.470951075,0.182082508,0.220289307,0.052473763,0.786779333,0.012093153,0.04857047
0,0.605572291,0.999038069,0.467976817,0.182925288,0.221612934,0.110944528,0.834748779,0.044694556,0.043609135
0,0.598142089,0.998908194,0.461635758,0.150056888,0.2149948,0.070464768,0.718915607,0.094333733,0.035604411
0,0.612858358,0.999101967,0.475413301,0.191521638,0.242790962,0.109445277,0.761926145,0.058173712,0.034020764
0,0.593299125,0.998889707,0.469684541,0.180734061,0.209227569,0.130434783,0.791079985,0.045001986,0.03074771
0,0.606386659,0.999001325,0.473485821,0.180523366,0.224071098,0.113943028,0.815781274,0.040820129,0.037067902
0,0.603900316,0.998990117,0.46760776,0.181534701,0.218020233,0.130434783,0.863427662,0.07582783,0.050094454
0,0.600426642,0.998958919,0.502562425,0.180059837,0.214616621,0.046476762,0.820115637,0.008564297,0.041745616
0,0.605968665,0.999107398,0.481423886,0.226581265,0.248558192,0.085457271,0.783658909,0.030156679,0.030449535
0,0.60355439,0.999019004,0.466599566,0.185959294,0.217642054,0.085457271,0.765873218,0.065216898,0.034883592
0,0.604952507,0.999065223,0.466790804,0.176688719,0.227001985,0.172413793,0.802441895,0.088573371,0.044961601
0,0.604015624,0.99902871,0.460907711,0.190468164,0.230689231,0.179910045,0.799266558,0.071392575,0.033033209
0,0.609881953,0.999098732,0.467740285,0.194513506,0.233336485,0.103448276,0.827100383,0.076089287,0.042311317
0,0.609233342,0.999080937,0.463709184,0.19308078,0.236078283,0.20089955,0.848092544,0.088459153,0.031086523
0,0.600750948,0.998974865,0.464700603,0.182166786,0.219060225,0.214392804,0.770632494,0.0977783,0.036123352
1,0.597630407,0.998937659,0.455702339,0.173528296,0.209794838,0.137931034,0.761252295,0.181505959,0.018387382
0,0.604952507,0.999088679,0.485617708,0.239475791,0.264630803,0.089955022,0.788674002,0.029772314,0.036994997
0,0.603367013,0.99904454,0.473405299,0.236568202,0.25961993,0.07946027,0.783201453,0.044196766,0.032564028
0,0.600383401,0.999022008,0.466864615,0.183768067,0.215372979,0.089955022,0.84620708,0.043786843,0.036874447
0,0.600642846,0.998996935,0.471927397,0.172390544,0.201853077,0.115442279,0.830806857,0.050407504,0.02413103
0,0.602927399,0.998989886,0.477085797,0.184652986,0.229554694,0.103448276,0.806006415,0.054212162,0.031418388
0,0.601334698,0.999039918,0.476294004,0.196746871,0.224260187,0.134932534,0.832376687,0.029355542,0.094424795
0,0.597889851,0.99897706,0.466363034,0.1865071,0.216602061,0.193403298,0.871583078,0.03134023,0.029278076
0,0.59378198,0.998960537,0.463016364,0.175677384,0.210456651,0.20089955,0.76855958,0.086150439,0.038118745
0,0.59894925,0.999003405,0.481011214,0.194134255,0.232296492,0.32083958,0.863203943,0.053589102,0.059538839
0,0.595194511,0.998967239,0.467342711,0.16720745,0.21896568,0.145427286,0.756495953,0.051100477,0.024019657
0,0.602285994,0.999042229,0.476288971,0.184400152,0.223220195,0.070464768,0.778183283,0.020707101,0.056220247
0,0.605046196,0.999027323,0.471722738,0.197336817,0.225489269,0.104947526,0.830778097,0.036415072,0.047277402
0,0.595605298,0.998835862,0.464752606,0.171210653,0.209227569,0.047976012,0.72891621,0.078347659,0.046068938
0,0.612743049,0.999094687,0.470677638,0.202857022,0.235605559,0.098950525,0.763380456,0.055611209,0.036152703
0,0.599504173,0.99899809,0.475119734,0.190889554,0.232485582,0.166416792,0.790341442,0.049346654,0.050658995
0,0.605435362,0.998996588,0.467476913,0.178458556,0.222369292,0.107946027,0.775334535,0.076583138,0.028462063
0,0.604102106,0.999004445,0.472111925,0.177952889,0.21896568,0.142428786,0.86418677,0.079550781,0.049444577
0,0.60299226,0.999033332,0.478355686,0.180439088,0.218492956,0.094452774,0.799948019,0.019398841,0.112641996
0,0.603143603,0.999072849,0.480303297,0.248704227,0.276448899,0.104947526,0.780141389,0.039089613,0.039071308
0,0.602747229,0.999020737,0.466955202,0.193122919,0.217263874,0.113943028,0.757625918,0.064189599,0.035122747
0,0.603799421,0.999051357,0.467404779,0.177742194,0.22728562,0.20089955,0.813478427,0.066153963,0.059131941
0,0.604383171,0.999030097,0.464225862,0.18857191,0.223503829,0.140929535,0.786529528,0.105850612,0.025288348
0,0.608116289,0.999054477,0.468879327,0.198306013,0.233620119,0.122938531,0.812572479,0.070453193,0.049031637
0,0.606682137,0.999035643,0.466695185,0.192448696,0.237118276,0.184407796,0.835658752,0.112010207,0.028966703
0,0.602386889,0.999009067,0.464338257,0.184315874,0.226812896,0.247376312,0.78290249,0.108316839,0.030850222
1,0.597522305,0.998899413,0.462026622,0.177657916,0.203743973,0.059970015,0.780693384,0.14506162,0.021746593
1,0.602055377,0.998984455,0.461377419,0.171969154,0.205729413,0.034482759,0.775060563,0.111313696,0.020248959
1,0.604750717,0.999004214,0.461286832,0.173401879,0.201002175,0.029985007,0.765193202,0.183544107,0.017113161
0,0.600851843,0.998980065,0.464128566,0.20256205,0.223692919,0.047976012,0.752338294,0.033727399,0.027742998
0,0.594531486,0.998911892,0.462659051,0.166912477,0.209227569,0.082458771,0.750687796,0.063255172,0.031973002
0,0.603619251,0.998957417,0.480086896,0.179638448,0.212631181,0.070464768,0.79893936,0.022362302,0.090541115
0,0.587202179,0.998792763,0.458686663,0.171294931,0.206580316,0.061469265,0.727125391,0.096357638,0.028336478
0,0.596131394,0.998942627,0.458772217,0.178753529,0.19693675,0.032983508,0.775440918,0.067984653,0.029435741
0,0.609060379,0.998968741,0.461318705,0.17091568,0.215845703,0.052473763,0.75394116,0.071272973,0.049225099
0,0.585119417,0.998607771,0.462934165,0.169314399,0.20487851,0.056971514,0.80057078,0.059930343,0.059031503
0,0.599655515,0.998964812,0.460293735,0.173444018,0.212631181,0.026986507,0.718087641,0.087389714,0.031876029
0,0.594430591,0.998929108,0.453207854,0.17420252,0.21716933,0.103448276,0.825095213,0.04544771,0.039061185
0,0.607763156,0.999111442,0.465619889,0.181703257,0.226340172,0.07946027,0.756083574,0.087243915,0.030780828
0,0.594423385,0.99891894,0.466364712,0.175298133,0.215372979,0.082458771,0.769399685,0.051027389,0.028962728
0,0.593565776,0.9989231,0.464851581,0.173612574,0.211591188,0.047976012,0.785476486,0.050854984,0.066485563
0,0.60240851,0.999037261,0.465448781,0.181703257,0.218303867,0.061469265,0.772780552,0.051435055,0.042426418
0,0.602574266,0.99899497,0.461835384,0.174160381,0.220383852,0.104947526,0.783273125,0.049503538,0.036770725
0,0.603359806,0.999028017,0.463465942,0.180944756,0.208376666,0.107946027,0.758607533,0.111621835,0.026700864
0,0.602271581,0.9990108,0.462672471,0.183093843,0.22312565,0.091454273,0.741363808,0.089377595,0.042264811
0,0.616180689,0.999231611,0.482207292,0.192195862,0.248463648,0.116941529,0.797671033,0.034240668,0.048637253
0,0.600916704,0.999011378,0.472715835,0.169820067,0.21300936,0.101949025,0.769917368,0.049982673,0.056764651
0,0.600246472,0.999012418,0.452575426,0.169356538,0.206674861,0.065967016,0.811235029,0.090202971,0.036839133
0,0.602905778,0.998975789,0.462207795,0.173570435,0.211307554,0.116941529,0.769811773,0.091607408,0.0276794
0,0.60433993,0.999054824,0.461862225,0.179680587,0.219343859,0.062968516,0.75420705,0.050680447,0.0351692
0,0.598740253,0.998975674,0.461362321,0.167797396,0.194194951,0.064467766,0.711151701,0.120888257,0.022676117
0,0.602523818,0.998967123,0.462024945,0.177447221,0.21518389,0.115442279,0.789417104,0.086496199,0.031184941
0,0.61220254,0.999139751,0.474836231,0.181113312,0.226907441,0.098950525,0.75971455,0.059435289,0.05745322
0,0.605781288,0.999066725,0.449713562,0.197505373,0.227380165,0.152923538,0.87377312,0.048942543,0.084886812
0,0.603547183,0.99900872,0.464024559,0.177742194,0.221896568,0.185907046,0.795800311,0.093879144,0.023453068
0,0.61013419,0.999103238,0.468966558,0.185242931,0.225489269,0.11844078,0.807374868,0.069725327,0.048182889
0,0.608224391,0.999077933,0.465093145,0.215456576,0.221234755,0.050974513,0.776311255,0.044999035,0.09496739
0,0.606141628,0.999084519,0.467968429,0.17626733,0.22511109,0.122938531,0.749634747,0.087739981,0.045693724
0,0.602985053,0.999040034,0.465785964,0.211369095,0.219060225,0.097451274,0.828980746,0.023415314,0.161061288
0,0.601752692,0.999007218,0.465864808,0.244363912,0.251772714,0.185907046,0.785224982,0.070781114,0.043278299
0,0.603287738,0.999050548,0.462278252,0.186717795,0.239576439,0.256371814,0.799990592,0.121386499,0.025668402
0,0.609427925,0.999034718,0.459257023,0.177784333,0.220762031,0.130434783,0.744204018,0.155578218,0.018090518
0,0.605493017,0.99902975,0.463712539,0.182967427,0.230972866,0.23838081,0.770725039,0.109791103,0.026081977
0,0.599828478,0.998971976,0.461949456,0.176056635,0.225394724,0.419790105,0.784682693,0.239179009,0.013656675
0,0.602963433,0.999062103,0.464574788,0.169103704,0.219438404,0.109445277,0.745682557,0.106256548,0.02738568
0,0.600945531,0.999008836,0.460656081,0.176688719,0.219722038,0.193403298,0.831696367,0.073013926,0.045626488
0,0.597298894,0.998969319,0.462341998,0.179174919,0.210173017,0.082458771,0.763012822,0.073738878,0.027482894
0,0.611726891,0.999095381,0.46146465,0.179891281,0.231161955,0.140929535,0.781383359,0.126498267,0.025322592
0,0.602502198,0.999056326,0.461369031,0.185200792,0.236361917,0.251874063,0.850813272,0.102442578,0.034398216
0,0.602134652,0.999068689,0.482125093,0.195272007,0.226623806,0.128935532,0.798501011,0.041845477,0.055018306
0,0.600152784,0.999004561,0.462296704,0.186464961,0.217074785,0.082458771,0.726133373,0.092272547,0.018649764
0,0.608736073,0.99905933,0.471400653,0.173401879,0.226151083,0.164917541,0.841742944,0.071977102,0.036294823
1,0.593500915,0.99890623,0.463262961,0.159453879,0.19693675,0.070464768,0.692609135,0.119854969,0.019354107
1,0.594473832,0.998869486,0.460976489,0.164131305,0.194100407,0.061469265,0.711480705,0.118791671,0.018303715
1,0.586618429,0.998704831,0.458101205,0.150014749,0.167155148,0.035982009,0.709533951,0.120940707,0.017208406
1,0.602091411,0.999001441,0.464348322,0.177952889,0.216223882,0.04197901,0.742226715,0.053358147,0.028017811
1,0.591641563,0.998790221,0.464125211,0.143567486,0.195424033,0.085457271,0.662501905,0.162885017,0.017571076
1,0.602350855,0.998764222,0.460560462,0.153428006,0.167438782,0.127436282,0.709508977,0.147987005,0.017277111
1,0.595093616,0.998813677,0.462420842,0.158105432,0.199678548,0.046476762,0.701891227,0.173474004,0.020128788
0,0.597897058,0.998936388,0.462083658,0.194892756,0.21518389,0.049475262,0.753926399,0.056109683,0.023339628
0,0.593133369,0.998895022,0.464046367,0.160465214,0.206296681,0.095952024,0.738387545,0.075925035,0.026573867
0,0.596325978,0.998790914,0.473116764,0.174076103,0.202514891,0.065967016,0.787112583,0.023261832,0.087378211
0,0.587951686,0.998828813,0.462471167,0.165226918,0.201002175,0.092953523,0.728178017,0.119249231,0.023995136
0,0.590070482,0.998844759,0.461774993,0.155408537,0.201285809,0.065967016,0.697685995,0.117468744,0.017872393
0,0.593191023,0.998879076,0.464680473,0.170241456,0.194384041,0.029985007,0.756497154,0.085788942,0.026387799
0,0.602617507,0.998820956,0.460872483,0.171126375,0.206485771,0.049475262,0.759921964,0.082606062,0.044094318
0,0.593998184,0.998860242,0.459305671,0.170999958,0.204500331,0.085457271,0.791976814,0.071073335,0.049059013
0,0.599100592,0.998952449,0.461578722,0.174708188,0.211213009,0.020989505,0.706059394,0.089655212,0.024831073
0,0.598682598,0.998997974,0.471398975,0.176098774,0.217452964,0.095952024,0.82386679,0.070324317,0.033429609
